Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12
"Regional differences in fiber tractography predict neurodevelopmental outcomes in neonates with infantile Krabbe disease.",/pubmed/25844309,"Gupta A, Poe MD, Styner MA, Panigrahy A, Escolar ML.",Neuroimage Clin. 2014 Sep 26;7:792-8. doi: 10.1016/j.nicl.2014.09.014. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:25844309 | PMCID:PMC4375637,pubmed,25844309,create date:2015/04/07 | first author:Gupta A,
"Schizophrenia-like topological changes in the structural connectome of individuals with subclinical psychotic experiences.",/pubmed/25832856,"Drakesmith M, Caeyenberghs K, Dutt A, Zammit S, Evans CJ, Reichenberg A, Lewis G, David AS, Jones DK.",Hum Brain Mapp. 2015 Jul;36(7):2629-43. doi: 10.1002/hbm.22796. Epub 2015 Apr 2.,Hum Brain Mapp.  2015,PubMed,citation,PMID:25832856 | PMCID:PMC4479544,pubmed,25832856,create date:2015/04/03 | first author:Drakesmith M,
"Hypothermia augments neuroprotective activity of mesenchymal stem cells for neonatal hypoxic-ischemic encephalopathy.",/pubmed/25816095,"Park WS, Sung SI, Ahn SY, Yoo HS, Sung DK, Im GH, Choi SJ, Chang YS.",PLoS One. 2015 Mar 27;10(3):e0120893. doi: 10.1371/journal.pone.0120893. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25816095 | PMCID:PMC4376738,pubmed,25816095,create date:2015/03/31 | first author:Park WS,
"Fast and powerful heritability inference for family-based neuroimaging studies.",/pubmed/25812717,"Ganjgahi H, Winkler AM, Glahn DC, Blangero J, Kochunov P, Nichols TE.",Neuroimage. 2015 Jul 15;115:256-68. doi: 10.1016/j.neuroimage.2015.03.005. Epub 2015 Mar 23.,Neuroimage.  2015,PubMed,citation,PMID:25812717 | PMCID:PMC4463976,pubmed,25812717,create date:2015/03/31 | first author:Ganjgahi H,
"Vascular factors and multiple measures of early brain health: CARDIA brain MRI study.",/pubmed/25812012,"Launer LJ, Lewis CE, Schreiner PJ, Sidney S, Battapady H, Jacobs DR, Lim KO, D'Esposito M, Zhang Q, Reis J, Davatzikos C, Bryan RN.",PLoS One. 2015 Mar 26;10(3):e0122138. doi: 10.1371/journal.pone.0122138. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25812012 | PMCID:PMC4374951,pubmed,25812012,create date:2015/03/27 | first author:Launer LJ,
"Disconnection of network hubs and cognitive impairment after traumatic brain injury.",/pubmed/25808370,"Fagerholm ED, Hellyer PJ, Scott G, Leech R, Sharp DJ.",Brain. 2015 Jun;138(Pt 6):1696-709. doi: 10.1093/brain/awv075. Epub 2015 Mar 25.,Brain.  2015,PubMed,citation,PMID:25808370 | PMCID:PMC4614120,pubmed,25808370,create date:2015/03/27 | first author:Fagerholm ED,
"Decoding diffusivity in multiple sclerosis: analysis of optic radiation lesional and non-lesional white matter.",/pubmed/25807541,"Klistorner A, Vootakuru N, Wang C, Yiannikas C, Graham SL, Parratt J, Garrick R, Levin N, Masters L, Lagopoulos J, Barnett MH.",PLoS One. 2015 Mar 25;10(3):e0122114. doi: 10.1371/journal.pone.0122114. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25807541 | PMCID:PMC4373765,pubmed,25807541,create date:2015/03/26 | first author:Klistorner A,
"Multi-centre reproducibility of diffusion MRI parameters for clinical sequences in the brain.",/pubmed/25802212,"Grech-Sollars M, Hales PW, Miyazaki K, Raschke F, Rodriguez D, Wilson M, Gill SK, Banks T, Saunders DE, Clayden JD, Gwilliam MN, Barrick TR, Morgan PS, Davies NP, Rossiter J, Auer DP, Grundy R, Leach MO, Howe FA, Peet AC, Clark CA.",NMR Biomed. 2015 Apr;28(4):468-85. doi: 10.1002/nbm.3269.,NMR Biomed.  2015,PubMed,citation,PMID:25802212 | PMCID:PMC4403968,pubmed,25802212,create date:2015/03/25 | first author:Grech-Sollars M,
"New insights into the developing rabbit brain using diffusion tensor tractography and generalized q-sampling MRI.",/pubmed/25798595,"Lim SY, Tyan YS, Chao YP, Nien FY, Weng JC.",PLoS One. 2015 Mar 23;10(3):e0119932. doi: 10.1371/journal.pone.0119932. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25798595 | PMCID:PMC4370884,pubmed,25798595,create date:2015/03/24 | first author:Lim SY,
"Alterations in cerebral white matter and neuropsychology in patients with cirrhosis and falls.",/pubmed/25793766,"Gómez-Ansón B, Román E, Fernández de Bobadilla R, Pires-Encuentra P, Díaz-Manera J, Núñez F, Martinez-Horta S, Vives-Gilabert Y, Pagonabarraga J, Kulisevsky J, Cordoba J, Guarner C, Soriano G.",PLoS One. 2015 Mar 20;10(3):e0118930. doi: 10.1371/journal.pone.0118930. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25793766 | PMCID:PMC4368732,pubmed,25793766,create date:2015/03/21 | first author:Gómez-Ansón B,
"Microstructural changes across different clinical milestones of disease in amyotrophic lateral sclerosis.",/pubmed/25793718,"Trojsi F, Caiazzo G, Corbo D, Piccirillo G, Cristillo V, Femiano C, Ferrantino T, Cirillo M, Monsurrò MR, Esposito F, Tedeschi G.",PLoS One. 2015 Mar 20;10(3):e0119045. doi: 10.1371/journal.pone.0119045. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25793718 | PMCID:PMC4368555,pubmed,25793718,create date:2015/03/21 | first author:Trojsi F,
"Preoperative radiologic classification of convexity meningioma to predict the survival and aggressive meningioma behavior.",/pubmed/25786236,"Liu Y, Chotai S, Chen M, Jin S, Qi ST, Pan J.",PLoS One. 2015 Mar 18;10(3):e0118908. doi: 10.1371/journal.pone.0118908. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25786236 | PMCID:PMC4364713,pubmed,25786236,create date:2015/03/19 | first author:Liu Y,
"Developmental white matter microstructure in autism phenotype and corresponding endophenotype during adolescence.",/pubmed/25781228,"Lisiecka DM, Holt R, Tait R, Ford M, Lai MC, Chura LR, Baron-Cohen S, Spencer MD, Suckling J.",Transl Psychiatry. 2015 Mar 17;5:e529. doi: 10.1038/tp.2015.23.,Transl Psychiatry.  2015,PubMed,citation,PMID:25781228 | PMCID:PMC4354353,pubmed,25781228,create date:2015/03/18 | first author:Lisiecka DM,
"Emotion regulation deficits in euthymic bipolar I versus bipolar II disorder: a functional and diffusion-tensor imaging study.",/pubmed/25771686,"Caseras X, Murphy K, Lawrence NS, Fuentes-Claramonte P, Watts J, Jones DK, Phillips ML.",Bipolar Disord. 2015 Aug;17(5):461-70. doi: 10.1111/bdi.12292. Epub 2015 Mar 15.,Bipolar Disord.  2015,PubMed,citation,PMID:25771686 | PMCID:PMC4672703,pubmed,25771686,create date:2015/03/17 | first author:Caseras X,
"Microstructural abnormalities in children with post-traumatic stress disorder: a diffusion tensor imaging study at 3.0T.",/pubmed/25757374,"Lei D, Li L, Li L, Suo X, Huang X, Lui S, Li J, Bi F, Kemp GJ, Gong Q.",Sci Rep. 2015 Mar 11;5:8933. doi: 10.1038/srep08933.,Sci Rep.  2015,PubMed,citation,PMID:25757374 | PMCID:PMC4355726,pubmed,25757374,create date:2015/03/12 | first author:Lei D,
"Visualization of synaptic domains in the Drosophila brain by magnetic resonance microscopy at 10 micron isotropic resolution.",/pubmed/25753480,"Lee CH, Blackband SJ, Fernandez-Funez P.",Sci Rep. 2015 Mar 10;5:8920. doi: 10.1038/srep08920.,Sci Rep.  2015,PubMed,citation,PMID:25753480 | PMCID:PMC4649768,pubmed,25753480,create date:2015/03/11 | first author:Lee CH,
"In vivo tractography of fetal association fibers.",/pubmed/25742520,"Mitter C, Prayer D, Brugger PC, Weber M, Kasprian G.",PLoS One. 2015 Mar 5;10(3):e0119536. doi: 10.1371/journal.pone.0119536. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25742520 | PMCID:PMC4350986,pubmed,25742520,create date:2015/03/06 | first author:Mitter C,
"Progressive gender differences of structural brain networks in healthy adults: a longitudinal, diffusion tensor imaging study.",/pubmed/25742013,"Sun Y, Lee R, Chen Y, Collinson S, Thakor N, Bezerianos A, Sim K.",PLoS One. 2015 Mar 5;10(3):e0118857. doi: 10.1371/journal.pone.0118857. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25742013 | PMCID:PMC4350987,pubmed,25742013,create date:2015/03/06 | first author:Sun Y,
"Effect of increasing diffusion gradient direction number on diffusion tensor imaging fiber tracking in the human brain.",/pubmed/25741203,"Yao X, Yu T, Liang B, Xia T, Huang Q, Zhuang S.",Korean J Radiol. 2015 Mar-Apr;16(2):410-8. doi: 10.3348/kjr.2015.16.2.410. Epub 2015 Feb 27.,Korean J Radiol.  2015,PubMed,citation,PMID:25741203 | PMCID:PMC4347277,pubmed,25741203,create date:2015/03/06 | first author:Yao X,
"White matter integrity in small vessel disease is related to cognition.",/pubmed/25737960,"Tuladhar AM, van Norden AG, de Laat KF, Zwiers MP, van Dijk EJ, Norris DG, de Leeuw FE.",Neuroimage Clin. 2015 Feb 16;7:518-24. doi: 10.1016/j.nicl.2015.02.003. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:25737960 | PMCID:PMC4338206,pubmed,25737960,create date:2015/03/05 | first author:Tuladhar AM,
"Patterns of brain structural connectivity differentiate normal weight from overweight subjects.",/pubmed/25737959,"Gupta A, Mayer EA, Sanmiguel CP, Van Horn JD, Woodworth D, Ellingson BM, Fling C, Love A, Tillisch K, Labus JS.",Neuroimage Clin. 2015 Jan 13;7:506-17. doi: 10.1016/j.nicl.2015.01.005. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:25737959 | PMCID:PMC4338207,pubmed,25737959,create date:2015/03/05 | first author:Gupta A,
"White matter disruption in moderate/severe pediatric traumatic brain injury: advanced tract-based analyses.",/pubmed/25737958,"Dennis EL, Jin Y, Villalon-Reina JE, Zhan L, Kernan CL, Babikian T, Mink RB, Babbitt CJ, Johnson JL, Giza CC, Thompson PM, Asarnow RF.",Neuroimage Clin. 2015 Feb 12;7:493-505. doi: 10.1016/j.nicl.2015.02.002. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:25737958 | PMCID:PMC4338205,pubmed,25737958,create date:2015/03/05 | first author:Dennis EL,
"Multimodal imaging of mild traumatic brain injury and persistent postconcussion syndrome.",/pubmed/25722949,"Dean PJ, Sato JR, Vieira G, McNamara A, Sterr A.",Brain Behav. 2015 Jan;5(1):45-61. doi: 10.1002/brb3.292. Epub 2014 Dec 2.,Brain Behav.  2015,PubMed,citation,PMID:25722949 | PMCID:PMC4321394,pubmed,25722949,create date:2015/02/28 | first author:Dean PJ,
"White-matter development is different in bilingual and monolingual children: a longitudinal DTI study.",/pubmed/25706865,"Mohades SG, Van Schuerbeek P, Rosseel Y, Van De Craen P, Luypaert R, Baeken C.",PLoS One. 2015 Feb 23;10(2):e0117968. doi: 10.1371/journal.pone.0117968. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25706865 | PMCID:PMC4338107,pubmed,25706865,create date:2015/02/24 | first author:Mohades SG,
"Microstructural white matter tissue characteristics are modulated by homocysteine: a diffusion tensor imaging study.",/pubmed/25693199,"Hsu JL, Chen WH, Bai CH, Leu JG, Hsu CY, Viergever MA, Leemans A.",PLoS One. 2015 Feb 18;10(2):e0116330. doi: 10.1371/journal.pone.0116330. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25693199 | PMCID:PMC4334653,pubmed,25693199,create date:2015/02/19 | first author:Hsu JL,
"Transient lesion in the splenium of the corpus callosum due to rotavirus infection.",/pubmed/25686898,"Mazur-Melewska K, Jonczyk-Potoczna K, Szpura K, Biegański G, Mania A, Kemnitz P, Służewski W, Figlerowicz M.",Childs Nerv Syst. 2015 Jun;31(6):997-1000. doi: 10.1007/s00381-015-2646-1. Epub 2015 Feb 17.,Childs Nerv Syst.  2015,PubMed,citation,PMID:25686898 | PMCID:PMC4445477,pubmed,25686898,create date:2015/02/18 | first author:Mazur-Melewska K,
"Relationship of white matter network topology and cognitive outcome in adolescents with d-transposition of the great arteries.",/pubmed/25685710,"Panigrahy A, Schmithorst VJ, Wisnowski JL, Watson CG, Bellinger DC, Newburger JW, Rivkin MJ.",Neuroimage Clin. 2015 Jan 27;7:438-48. doi: 10.1016/j.nicl.2015.01.013. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:25685710 | PMCID:PMC4318874,pubmed,25685710,create date:2015/02/17 | first author:Panigrahy A,
"Improved nTMS- and DTI-derived CST tractography through anatomical ROI seeding on anterior pontine level compared to internal capsule.",/pubmed/25685709,"Weiss C, Tursunova I, Neuschmelting V, Lockau H, Nettekoven C, Oros-Peusquens AM, Stoffels G, Rehme AK, Faymonville AM, Shah NJ, Langen KJ, Goldbrunner R, Grefkes C.",Neuroimage Clin. 2015 Jan 20;7:424-37. doi: 10.1016/j.nicl.2015.01.006. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:25685709 | PMCID:PMC4314616,pubmed,25685709,create date:2015/02/17 | first author:Weiss C,
"Temporal lobe cortical thickness correlations differentiate the migraine brain from the healthy brain.",/pubmed/25679805,"Schwedt TJ, Berisha V, Chong CD.",PLoS One. 2015 Feb 13;10(2):e0116687. doi: 10.1371/journal.pone.0116687. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25679805 | PMCID:PMC4332661,pubmed,25679805,create date:2015/02/14 | first author:Schwedt TJ,
"Multimodal MRI-based study in patients with SPG4 mutations.",/pubmed/25658484,"Rezende TJ, de Albuquerque M, Lamas GM, Martinez AR, Campos BM, Casseb RF, Silva CB, Branco LM, D'Abreu A, Lopes-Cendes I, Cendes F, França MC Jr.",PLoS One. 2015 Feb 6;10(2):e0117666. doi: 10.1371/journal.pone.0117666. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25658484 | PMCID:PMC4320056,pubmed,25658484,create date:2015/02/07 | first author:Rezende TJ,
"Diffusion tensor magnetic resonance imaging (DTI) tractography-guided deep brain stimulation in neuropathic pain.",/pubmed/25652721,"Coenen VA, Kieselbach K, Mader I, Reinacher PC.",Acta Neurochir (Wien). 2015 Apr;157(4):739-41. doi: 10.1007/s00701-015-2356-1. Epub 2015 Feb 5. No abstract available. ,Acta Neurochir (Wien).  2015,PubMed,citation,PMID:25652721 | PMCID:PMC4365282,pubmed,25652721,create date:2015/02/06 | first author:Coenen VA,
"Evaluation of non-local means based denoising filters for diffusion kurtosis imaging using a new phantom.",/pubmed/25643162,"Zhou MX, Yan X, Xie HB, Zheng H, Xu D, Yang G.",PLoS One. 2015 Feb 2;10(2):e0116986. doi: 10.1371/journal.pone.0116986. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25643162 | PMCID:PMC4313935,pubmed,25643162,create date:2015/02/03 | first author:Zhou MX,
"Weekly multimodal MRI follow-up of two multiple sclerosis active lesions presenting a transient decrease in ADC.",/pubmed/25642392,"Hannoun S, Roch JA, Durand-Dubief F, Vukusic S, Sappey-Marinier D, Guttmann CR, Cotton F.",Brain Behav. 2015 Feb;5(2):e00307. doi: 10.1002/brb3.307. Epub 2015 Jan 16.,Brain Behav.  2015,PubMed,citation,PMID:25642392 | PMCID:PMC4309893,pubmed,25642392,create date:2015/02/03 | first author:Hannoun S,
"Probabilistic clustering of the human connectome identifies communities and hubs.",/pubmed/25635390,"Hinne M, Ekman M, Janssen RJ, Heskes T, van Gerven MA.",PLoS One. 2015 Jan 30;10(1):e0117179. doi: 10.1371/journal.pone.0117179. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25635390 | PMCID:PMC4311978,pubmed,25635390,create date:2015/01/31 | first author:Hinne M,
"Thalamotemporal alteration and postoperative seizures in temporal lobe epilepsy.",/pubmed/25627477,"Keller SS, Richardson MP, Schoene-Bake JC, O'Muircheartaigh J, Elkommos S, Kreilkamp B, Goh YY, Marson AG, Elger C, Weber B.",Ann Neurol. 2015 May;77(5):760-74. doi: 10.1002/ana.24376. Epub 2015 Mar 13.,Ann Neurol.  2015,PubMed,citation,PMID:25627477 | PMCID:PMC4832368,pubmed,25627477,create date:2015/01/30 | first author:Keller SS,
"Brain structural connectivity increases concurrent with functional improvement: evidence from diffusion tensor MRI in children with cerebral palsy during therapy.",/pubmed/25610796,"Englander ZA, Sun J, Laura Case, Mikati MA, Kurtzberg J, Song AW.",Neuroimage Clin. 2015 Jan 9;7:315-24. doi: 10.1016/j.nicl.2015.01.002. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:25610796 | PMCID:PMC4297884,pubmed,25610796,create date:2015/01/23 | first author:Englander ZA,
"Training-induced improvements in postural control are accompanied by alterations in cerebellar white matter in brain injured patients.",/pubmed/25610786,"Drijkoningen D, Caeyenberghs K, Leunissen I, Vander Linden C, Leemans A, Sunaert S, Duysens J, Swinnen SP.",Neuroimage Clin. 2014 Dec 17;7:240-51. doi: 10.1016/j.nicl.2014.12.006. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:25610786 | PMCID:PMC4300016,pubmed,25610786,create date:2015/01/23 | first author:Drijkoningen D,
"Linked alterations in gray and white matter morphology in adults with high-functioning autism spectrum disorder: a multimodal brain imaging study.",/pubmed/25610777,"Itahashi T, Yamada T, Nakamura M, Watanabe H, Yamagata B, Jimbo D, Shioda S, Kuroda M, Toriizuka K, Kato N, Hashimoto R.",Neuroimage Clin. 2014 Dec 3;7:155-69. doi: 10.1016/j.nicl.2014.11.019. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:25610777 | PMCID:PMC4299973,pubmed,25610777,create date:2015/01/23 | first author:Itahashi T,
"Hyperconnectivity in juvenile myoclonic epilepsy: a network analysis.",/pubmed/25610771,"Caeyenberghs K, Powell HW, Thomas RH, Brindley L, Church C, Evans J, Muthukumaraswamy SD, Jones DK, Hamandi K.",Neuroimage Clin. 2014 Nov 27;7:98-104. doi: 10.1016/j.nicl.2014.11.018. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:25610771 | PMCID:PMC4299970,pubmed,25610771,create date:2015/01/23 | first author:Caeyenberghs K,
"Multi-modal MRI of mild traumatic brain injury.",/pubmed/25610770,"Narayana PA, Yu X, Hasan KM, Wilde EA, Levin HS, Hunter JV, Miller ER, Patel VK, Robertson CS, McCarthy JJ.",Neuroimage Clin. 2014 Jul 24;7:87-97. doi: 10.1016/j.nicl.2014.07.010. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:25610770 | PMCID:PMC4299969,pubmed,25610770,create date:2015/01/23 | first author:Narayana PA,
"Increased cortical curvature reflects white matter atrophy in individual patients with early multiple sclerosis.",/pubmed/25610761,"Deppe M, Marinell J, Krämer J, Duning T, Ruck T, Simon OJ, Zipp F, Wiendl H, Meuth SG.",Neuroimage Clin. 2014 Mar 3;6:475-87. doi: 10.1016/j.nicl.2014.02.012. eCollection 2014.,Neuroimage Clin.  2014,PubMed,citation,PMID:25610761 | PMCID:PMC4299934,pubmed,25610761,create date:2015/01/23 | first author:Deppe M,
"Added value of advanced over conventional magnetic resonance imaging in grading gliomas and other primary brain tumors.",/pubmed/25608821,"Guzmán-De-Villoria JA, Mateos-Pérez JM, Fernández-García P, Castro E, Desco M.",Cancer Imaging. 2014 Dec 12;14:35. doi: 10.1186/s40644-014-0035-8.,Cancer Imaging.  2014,PubMed,citation,PMID:25608821 | PMCID:PMC4300038,pubmed,25608821,create date:2015/01/23 | first author:Guzmán-De-Villoria JA,
"A closer look at the apparent correlation of structural and functional connectivity in excitable neural networks.",/pubmed/25598302,"Messé A, Hütt MT, König P, Hilgetag CC.",Sci Rep. 2015 Jan 19;5:7870. doi: 10.1038/srep07870.,Sci Rep.  2015,PubMed,citation,PMID:25598302 | PMCID:PMC4297952,pubmed,25598302,create date:2015/01/20 | first author:Messé A,
"Thalamocortical Connectivity Predicts Cognition in Children Born Preterm.",/pubmed/25596587,"Ball G, Pazderova L, Chew A, Tusor N, Merchant N, Arichi T, Allsop JM, Cowan FM, Edwards AD, Counsell SJ.",Cereb Cortex. 2015 Nov;25(11):4310-8. doi: 10.1093/cercor/bhu331. Epub 2015 Jan 16.,Cereb Cortex.  2015,PubMed,citation,PMID:25596587 | PMCID:PMC4816783,pubmed,25596587,create date:2015/01/18 | first author:Ball G,
